#Entry	Entry name	Length	Organism
P11262	NEF_SIVML	263	Simian immunodeficiency virus (isolate K78) (SIV-mac) (Simian immunodeficiency virus rhesus monkey)
Q7RTR2	NLRC3_HUMAN	1065	Homo sapiens (Human)
Q9WVG7	OSR1_MOUSE	266	Mus musculus (Mouse)
O60502	OGA_HUMAN	916	Homo sapiens (Human)
Q8VIJ5	OGA_RAT	916	Rattus norvegicus (Rat)
Q9EQQ9	OGA_MOUSE	916	Mus musculus (Mouse)
O56124	ORF3_PCV2	104	Porcine circovirus 2 (PCV2)
Q88936	ORFC_WDSV	120	Walleye dermal sarcoma virus (WDSV)
P0C5U6	PB1F2_I01A0	90	Influenza A virus (strain A/Silky Chicken/Hong Kong/SF189/2001 H5N1 genotype A)
P0C5V0	PB1F2_I02A1	90	Influenza A virus (strain A/Guinea fowl/Hong Kong/38/2002 H5N1 genotype X0)
P0C5V4	PB1F2_I02A5	90	Influenza A virus (strain A/Chicken/Hong Kong/96.1/2002 H5N1 genotype Y)
Q20MH0	PB1F2_I33A0	90	Influenza A virus (strain A/Wilson-Smith/1933 H1N1) (Influenza A virus (strain A/WS/1933 H1N1))
A4GCM8	PB1F2_I35A3	90	Influenza A virus (strain A/USA:Phila/1935 H1N1)
A4U6W1	PB1F2_I45A0	90	Influenza A virus (strain A/USA:Huston/AA/1945 H1N1)
Q20P13	PB1F2_I56A1	90	Influenza A virus (strain A/Duck/Czechoslovakia/1956 H4N6)
Q0A2F6	PB1F2_I83A4	90	Influenza A virus (strain A/Turkey/Ireland/1378/1983 H5N8)
Q0A439	PB1F2_I49A1	90	Influenza A virus (strain A/Duck/Germany/1949 H10N7)
Q1WP00	PB1F2_I77AB	57	Influenza A virus (strain A/USSR/90/1977 H1N1)
Q08II4	PB1F2_I80A6	90	Influenza A virus (strain A/Duck/Hokkaido/8/1980 H3N8)
Q0A2C9	PB1F2_I83A6	90	Influenza A virus (strain A/Chicken/Pennsylvania/1370/1983 H5N2)
P0C791	PB1F2_I96A0	90	Influenza A virus (strain A/Goose/Guangdong/1/1996 H5N1 genotype Gs/Gd)
P0C5U9	PB1F2_I01A3	90	Influenza A virus (strain A/Chicken/Hong Kong/715.5/2001 H5N1 genotype E)
P0C5V2	PB1F2_I02A3	90	Influenza A virus (strain A/Chicken/Hong Kong/37.4/2002 H5N1 genotype X2)
P0C5V3	PB1F2_I02A4	90	Influenza A virus (strain A/Silky Chicken/Hong Kong/YU100/2002 H5N1 genotype X3)
A8C8K3	PB1F2_I07A0	57	Influenza A virus (strain A/USA:Texas/UR06-0195/2007 H1N1)
B4URE5	PB1F2_I06A0	87	Influenza A virus (strain A/Russia:St.Petersburg/8/2006 H1N1)
A4GCJ5	PB1F2_I36A0	90	Influenza A virus (strain A/Henry/1936 H1N1)
A4K152	PB1F2_I54A2	57	Influenza A virus (strain A/Malaysia:Malaya/302/1954 H1N1)
P0C5U5	PB1F2_I00A0	90	Influenza A virus (strain A/Duck/Hong Kong/2986.1/2000 H5N1 genotype C)
P0C5V6	PB1F2_I02A7	90	Influenza A virus (strain A/Teal/China/2978.1/2002 H5N1 genotype W)
P0C5V8	PB1F2_I03A1	90	Influenza A virus (strain A/Chicken/Shantou/4231/2003 H5N1 genotype V)
P0C5V9	PB1F2_I05A1	90	Influenza A virus (strain A/Goose/Guangxi/345/2005 H5N1 genotype G)
Q0HD51	PB1F2_I40A0	90	Influenza A virus (strain A/Hickox/1940 H1N1)
A4U7B5	PB1F2_I51A0	57	Influenza A virus (strain A/USA:Albany/12/1951 H1N1)
P0C792	PB1F2_I68A4	90	Influenza A virus (strain A/Hong Kong/1/1968 H3N2)
Q2VNE4	PB1F2_I78A7	90	Influenza A virus (strain A/Memphis/2/1978 H3N2)
Q0A3Q0	PB1F2_I78AC	90	Influenza A virus (strain A/Turkey/Minnesota/501/1978 H6N8)
A4GCI4	PB1F2_I83A1	57	Influenza A virus (strain A/Chile/1/1983 H1N1)
Q0A428	PB1F2_I56A2	90	Influenza A virus (strain A/Duck/England/1/1956 H11N6)
Q0A2G7	PB1F2_I59A0	90	Influenza A virus (strain A/Chicken/Scotland/1959 H5N1)
Q0A2D8	PB1F2_I66A0	90	Influenza A virus (strain A/Turkey/Ontario/7732/1966 H5N9)
Q0A450	PB1F2_I66A1	90	Influenza A virus (strain A/Turkey/Wisconsin/1/1966 H9N2)
Q30NP2	PB1F2_I75A0	90	Influenza A virus (strain A/Beijing/39/1975 H3N2)
Q2VNC4	PB1F2_I78A8	90	Influenza A virus (strain A/Memphis/18/1978 H3N2)
Q20NN4	PB1F2_I80A8	90	Influenza A virus (strain A/Turkey/Minnesota/833/1980 H4N2)
Q0A2Q5	PB1F2_I85A3	90	Influenza A virus (strain A/Chicken/Victoria/1/1985 H7N7)
Q07FH6	PB1F2_I96A3	57	Influenza A virus (strain A/China:Nanchang/11/1996 H1N1)
Q289L8	PB1F2_I00A1	57	Influenza A virus (strain A/New Zealand:South Canterbury/35/2000 H1N1)
P0C5V1	PB1F2_I02A2	90	Influenza A virus (strain A/Chicken/Hong Kong/31.2/2002 H5N1 genotype X1)
P0C5U8	PB1F2_I01A2	90	Influenza A virus (strain A/Chicken/Hong Kong/FY150/2001 H5N1 genotype D)
P0C5V7	PB1F2_I03A0	90	Influenza A virus (strain A/Hong Kong/212/2003 H5N1 genotype Z+)
P0C5V5	PB1F2_I02A6	90	Influenza A virus (strain A/Chicken/Hong Kong/YU22/2002 H5N1 genotype Z)
P0C574	PB1F2_I18A0	90	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1) (Influenza A virus (strain A/South Carolina/1/1918 H1N1))
P0C0U1	PB1F2_I34A1	87	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)
P0C2M2	PB1F2_I60A0	90	Influenza A virus (strain A/Ann Arbor/6/1960 H2N2)
Q1PUD0	PB1F2_I73A5	90	Influenza A virus (strain A/Port Chalmers/1/1973 H3N2)
A4GBY6	PB1F2_I77AA	57	Influenza A virus (strain A/Brazil/11/1978 H1N1)
Q0A407	PB1F2_I77AF	90	Influenza A virus (strain A/Gull/Maryland/704/1977 H13N6)
P0C793	PB1F2_I80A2	90	Influenza A virus (strain A/Seal/Massachusetts/1/1980 H7N7)
A4GCK6	PB1F2_I80AA	57	Influenza A virus (strain A/India/6263/1980 H1N1)
Q0A2H8	PB1F2_I83A5	90	Influenza A virus (strain A/Chicken/Pennsylvania/1/1983 H5N2)
Q38SP9	PB1F2_I83A8	90	Influenza A virus (strain A/Hong Kong/5/1983 H3N2)
A3DRP9	PB1F2_I96A2	57	Influenza A virus (strain A/USA:Memphis/10/1996 H1N1)
P0C0U0	PB1F2_I97A1	90	Influenza A virus (strain A/Hong Kong/156/1997 H5N1 genotype Gs/Gd)
P0C5U7	PB1F2_I01A1	90	Influenza A virus (strain A/Chicken/Hong Kong/YU562/2001 H5N1 genotype B)
A4GCL7	PB1F2_I43A0	90	Influenza A virus (strain A/USA:Iowa/1943 H1N1)
Q0A460	PB1F2_I68A3	90	Influenza A virus (strain A/Turkey/Ontario/6118/1968 H8N4)
Q3YPY6	PB1F2_I71A1	90	Influenza A virus (strain A/Memphis/1/1971 H3N2)
Q463W6	PB1F2_I72A3	90	Influenza A virus (strain A/Memphis/102/1972 H3N2)
Q2ICQ1	PB1F2_I72A4	90	Influenza A virus (strain A/Memphis/101/1972 H3N2)
Q288Y7	PB1F2_I77A4	90	Influenza A virus (strain A/Swine/Colorado/1/1977 H3N2)
Q2RF97	PB1F2_I76A6	90	Influenza A virus (strain A/Memphis/110/1976 H3N2)
Q20PL5	PB1F2_I79A7	90	Influenza A virus (strain A/Grey teal/Australia/2/1979 H4N4)
Q2RCG7	PB1F2_I80A4	90	Influenza A virus (strain A/Memphis/4/1980 H3N2)
Q20NV2	PB1F2_I80AD	57	Influenza A virus (strain A/Gull/Minnesota/945/1980 H13N6)
O75807	PR15A_HUMAN	674	Homo sapiens (Human)
Q60465	PR15A_CRILO	590	Cricetulus longicaudatus (Long-tailed dwarf hamster) (Chinese hamster)
Q6IN02	PR15A_RAT	578	Rattus norvegicus (Rat)
Q2KI51	PR15A_BOVIN	670	Bos taurus (Bovine)
P17564	PR15A_MOUSE	657	Mus musculus (Mouse)
Q8WVI7	PPR1C_HUMAN	109	Homo sapiens (Human)
Q8BKK4	PPR1C_MOUSE	108	Mus musculus (Mouse)
Q5R853	PPR1C_PONAB	109	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
O15297	PPM1D_HUMAN	605	Homo sapiens (Human)
Q8CGA0	PPM1F_MOUSE	452	Mus musculus (Mouse)
Q9WVR7	PPM1F_RAT	450	Rattus norvegicus (Rat)
P49593	PPM1F_HUMAN	454	Homo sapiens (Human)
Q5SGD2	PPM1L_HUMAN	360	Homo sapiens (Human)
Q8BHN0	PPM1L_MOUSE	360	Mus musculus (Mouse)
Q9VJ07	PHLPP_DROME	954	Drosophila melanogaster (Fruit fly)
Q60953	PML_MOUSE	885	Mus musculus (Mouse)
P29590	PML_HUMAN	882	Homo sapiens (Human)
Q5R4Q8	PRUN2_PONAB	323	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q8WUY3	PRUN2_HUMAN	3088	Homo sapiens (Human)
Q0IHU9	PRUN2_XENTR	316	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
Q5BJR4	PRUN2_RAT	322	Rattus norvegicus (Rat)
Q52KR3	PRUN2_MOUSE	3084	Mus musculus (Mouse)
Q9QYS9	QKI_MOUSE	341	Mus musculus (Mouse)
O43663	PRC1_HUMAN	620	Homo sapiens (Human)
Q99K43	PRC1_MOUSE	603	Mus musculus (Mouse)
Q74232	REV_HV2EH	150	Human immunodeficiency virus type 2 subtype B (isolate EHO) (HIV-2)
Q6NS46	RRP5_MOUSE	1862	Mus musculus (Mouse)
P35467	S10A1_RAT	94	Rattus norvegicus (Rat)
Q3MHP3	S10AE_BOVIN	104	Bos taurus (Bovine)
Q9D2Q8	S10AE_MOUSE	104	Mus musculus (Mouse)
Q9HCY8	S10AE_HUMAN	104	Homo sapiens (Human)
P27005	S10A8_MOUSE	89	Mus musculus (Mouse)
P50115	S10A8_RAT	89	Rattus norvegicus (Rat)
P28782	S10A8_BOVIN	89	Bos taurus (Bovine)
P05109	S10A8_HUMAN	93	Homo sapiens (Human)
P50116	S10A9_RAT	113	Rattus norvegicus (Rat)
P06702	S10A9_HUMAN	114	Homo sapiens (Human)
P28783	S10A9_BOVIN	156	Bos taurus (Bovine)
P31725	S10A9_MOUSE	113	Mus musculus (Mouse)
P50117	S10A9_RABIT	132	Oryctolagus cuniculus (Rabbit)
P04271	S100B_HUMAN	92	Homo sapiens (Human)
P04631	S100B_RAT	92	Rattus norvegicus (Rat)
P02638	S100B_BOVIN	92	Bos taurus (Bovine)
Q6YNR6	S100B_RABIT	92	Oryctolagus cuniculus (Rabbit)
P50114	S100B_MOUSE	92	Mus musculus (Mouse)
Q9H4B6	SAV1_HUMAN	383	Homo sapiens (Human)
A4V8B4	SAV1_RAT	387	Rattus norvegicus (Rat)
Q8VEB2	SAV1_MOUSE	386	Mus musculus (Mouse)
P30052	SCAL_DROME	440	Drosophila melanogaster (Fruit fly)
Q80U72	SCRIB_MOUSE	1612	Mus musculus (Mouse)
Q14160	SCRIB_HUMAN	1630	Homo sapiens (Human)
Q9VTH4	SCLLA_DROME	280	Drosophila melanogaster (Fruit fly)
Q63945	SET_RAT	289	Rattus norvegicus (Rat)
Q9EQU5	SET_MOUSE	289	Mus musculus (Mouse)
Q01105	SET_HUMAN	290	Homo sapiens (Human)
Q5RDV6	SHSA5_PONAB	137	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q9D7I0	SHSA5_MOUSE	235	Mus musculus (Mouse)
Q3T0A9	SHSA5_BOVIN	216	Bos taurus (Bovine)
Q5ZIS9	SHSA5_CHICK	139	Gallus gallus (Chicken)
Q5XIH2	SHSA5_RAT	130	Rattus norvegicus (Rat)
Q8N114	SHSA5_HUMAN	240	Homo sapiens (Human)
Q9CTN5	S6OS1_MOUSE	574	Mus musculus (Mouse)
P23999	MYCS_RAT	429	Rattus norvegicus (Rat)
Q9Z304	MYCS_MOUSE	431	Mus musculus (Mouse)
P18583	SON_HUMAN	2426	Homo sapiens (Human)
P12507	TAT_HV1BN	44	Human immunodeficiency virus type 1 group M subtype B (isolate BRVA) (HIV-1)
Q75005	TAT_HV1ET	42	Human immunodeficiency virus type 1 group M subtype C (isolate ETH2220) (HIV-1)
P18804	TAT_HV1ND	86	Human immunodeficiency virus type 1 group M subtype D (isolate NDK) (HIV-1)
P24738	TAT_HV1U4	101	Human immunodeficiency virus type 1 group M subtype A (isolate U455) (HIV-1)
Q9IDV5	TAT_HV1YB	102	Human immunodeficiency virus type 1 group N (isolate YBF106) (HIV-1)
O12161	TAT_HV192	101	Human immunodeficiency virus type 1 group M subtype C (isolate 92BR025) (HIV-1)
P0C1K3	TAT_HV197	99	Human immunodeficiency virus type 1 group M subtype K (isolate 97ZR-EQTB11) (HIV-1)
Q73370	TAT_HV1B9	100	Human immunodeficiency virus type 1 group M subtype B (strain 89.6) (HIV-1)
P04611	TAT_HV1EL	99	Human immunodeficiency virus type 1 group M subtype D (isolate ELI) (HIV-1)
P69698	TAT_HV1H3	86	Human immunodeficiency virus type 1 group M subtype B (isolate HXB3) (HIV-1)
P0C1K0	TAT_HV1M2	101	Human immunodeficiency virus type 1 group M subtype F2 (isolate MP257) (HIV-1)
P20893	TAT_HV1OY	101	Human immunodeficiency virus type 1 group M subtype B (isolate OYI) (HIV-1)
Q9WC57	TAT_HV1S2	101	Human immunodeficiency virus type 1 group M subtype J (isolate SE9280) (HIV-1)
O89943	TAT_HV1SE	101	Human immunodeficiency virus type 1 group M subtype G (isolate SE6165) (HIV-1)
P12511	TAT_HV1Z8	14	Human immunodeficiency virus type 1 group M subtype D (isolate Z84) (HIV-1)
O41801	TAT_HV19N	101	Human immunodeficiency virus type 1 group M subtype G (isolate 92NG083) (HIV-1)
P04612	TAT_HV1B5	58	Human immunodeficiency virus type 1 group M subtype B (isolate BH5) (HIV-1)
P0C1J9	TAT_HV1MP	99	Human immunodeficiency virus type 1 group M subtype F2 (isolate MP255) (HIV-1)
P19553	TAT_HV1S1	101	Human immunodeficiency virus type 1 group M subtype B (isolate SF162) (HIV-1)
Q9QSR0	TAT_HV1VI	101	Human immunodeficiency virus type 1 group M subtype F1 (isolate VI850) (HIV-1)
P12506	TAT_HV1Z2	86	Human immunodeficiency virus type 1 group M subtype D (isolate Z2/CDC-Z34) (HIV-1)
P12512	TAT_HV1ZH	30	Human immunodeficiency virus type 1 group M subtype A (isolate Z321) (HIV-1)
O70899	TAT_HV190	99	Human immunodeficiency virus type 1 group M subtype H (isolate 90CF056) (HIV-1)
P0C1K4	TAT_HV196	101	Human immunodeficiency virus type 1 group M subtype K (isolate 96CM-MP535) (HIV-1)
P04614	TAT_HV1A2	101	Human immunodeficiency virus type 1 group M subtype B (isolate ARV2/SF2) (HIV-1)
P04610	TAT_HV1BR	86	Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1)
Q9WC66	TAT_HV1S9	101	Human immunodeficiency virus type 1 group M subtype J (isolate SE9173) (HIV-1)
Q9Q717	TAT_HV1V9	86	Human immunodeficiency virus type 1 group M subtype H (isolate VI991) (HIV-1)
P12510	TAT_HV1Z3	29	Human immunodeficiency virus type 1 group M subtype U (isolate Z3) (HIV-1)
P0C1K1	TAT_HV1AN	114	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)
P12508	TAT_HV1J3	51	Human immunodeficiency virus type 1 group M subtype B (isolate JH32) (HIV-1)
P20879	TAT_HV1JR	101	Human immunodeficiency virus type 1 group M subtype B (isolate JRCSF) (HIV-1)
P05905	TAT_HV1MN	101	Human immunodeficiency virus type 1 group M subtype B (isolate MN) (HIV-1)
P05906	TAT_HV1SC	101	Human immunodeficiency virus type 1 group M subtype B (isolate SC) (HIV-1)
O91083	TAT_HV1YF	101	Human immunodeficiency virus type 1 group N (isolate YBF30) (HIV-1)
P04326	TAT_HV112	86	Human immunodeficiency virus type 1 group M subtype B (isolate PCV12) (HIV-1)
O70889	TAT_HV193	99	Human immunodeficiency virus type 1 group M subtype F1 (isolate 93BR020) (HIV-1)
P05907	TAT_HV1C4	101	Human immunodeficiency virus type 1 group M subtype B (isolate CDC-451) (HIV-1)
P05908	TAT_HV1RH	102	Human immunodeficiency virus type 1 group M subtype B (isolate RF/HAT3) (HIV-1)
P19552	TAT_HV1S3	101	Human immunodeficiency virus type 1 group M subtype B (isolate SF33) (HIV-1)
P04609	TAT_HV1Z6	86	Human immunodeficiency virus type 1 group M subtype D (isolate Z6) (HIV-1)
P69697	TAT_HV1B1	86	Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)
P04608	TAT_HV1H2	86	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1)
P04613	TAT_HV1MA	87	Human immunodeficiency virus type 1 group M subtype A (isolate MAL) (HIV-1)
P0C1K2	TAT_HV1MV	112	Human immunodeficiency virus type 1 group O (isolate MVP5180) (HIV-1)
P12509	TAT_HV1W2	14	Human immunodeficiency virus type 1 group M subtype B (isolate WMJ22) (HIV-1)
P35965	TAT_HV1Y2	101	Human immunodeficiency virus type 1 group M subtype B (isolate YU-2) (HIV-1)
P0C213	TAX_HTL1F	353	Human T-cell leukemia virus 1 (isolate Zaire EL subtype B) (HTLV-1)
P03409	TAX_HTL1A	353	Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1)
P0C222	TAX_HTL1L	352	Human T-cell leukemia virus 1 (isolate Melanesia mel5 subtype C) (HTLV-1)
P14079	TAX_HTL1C	353	Human T-cell leukemia virus 1 (isolate Caribbea HS-35 subtype A) (HTLV-1)
Q9D7R2	PMEPA_MOUSE	260	Mus musculus (Mouse)
Q969W9	PMEPA_HUMAN	287	Homo sapiens (Human)
Q2HRB2	UL24_HHV8P	257	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)
P16725	UL76_HCMVA	325	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)
Q6SW66	UL76_HCMVM	325	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)
Q9Z2R6	U119A_MOUSE	240	Mus musculus (Mouse)
O14795	UN13B_HUMAN	1591	Homo sapiens (Human)
F4HVW5	VAD1_ARATH	598	Arabidopsis thaliana (Mouse-ear cress)
Q6U2P6	VP5_IPNVS	133	Infectious pancreatic necrosis virus (strain Sp) (IPNV)
O70898	VPR_HV190	96	Human immunodeficiency virus type 1 group M subtype H (isolate 90CF056) (HIV-1)
P0C1P2	VPR_HV196	96	Human immunodeficiency virus type 1 group M subtype K (isolate 96CM-MP535) (HIV-1)
P69727	VPR_HV1H3	78	Human immunodeficiency virus type 1 group M subtype B (isolate HXB3) (HIV-1)
P05950	VPR_HV1MN	96	Human immunodeficiency virus type 1 group M subtype B (isolate MN) (HIV-1)
P12520	VPR_HV1N5	96	Human immunodeficiency virus type 1 group M subtype B (isolate NY5) (HIV-1)
O12160	VPR_HV192	96	Human immunodeficiency virus type 1 group M subtype C (isolate 92BR025) (HIV-1)
P0C1P3	VPR_HV197	96	Human immunodeficiency virus type 1 group M subtype K (isolate 97ZR-EQTB11) (HIV-1)
Q77375	VPR_HV1AN	97	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)
Q73369	VPR_HV1B9	96	Human immunodeficiency virus type 1 group M subtype B (strain 89.6) (HIV-1)
Q75004	VPR_HV1ET	96	Human immunodeficiency virus type 1 group M subtype C (isolate ETH2220) (HIV-1)
P20883	VPR_HV1JR	96	Human immunodeficiency virus type 1 group M subtype B (isolate JRCSF) (HIV-1)
P0C1P4	VPR_HV1MP	96	Human immunodeficiency virus type 1 group M subtype F2 (isolate MP255) (HIV-1)
P20891	VPR_HV1OY	96	Human immunodeficiency virus type 1 group M subtype B (isolate OYI) (HIV-1)
P19555	VPR_HV1S3	96	Human immunodeficiency virus type 1 group M subtype B (isolate SF33) (HIV-1)
Q9QSR1	VPR_HV1VI	96	Human immunodeficiency virus type 1 group M subtype F1 (isolate VI850) (HIV-1)
P12519	VPR_HV1Z2	96	Human immunodeficiency virus type 1 group M subtype D (isolate Z2/CDC-Z34) (HIV-1)
P05955	VPR_HV1MA	96	Human immunodeficiency virus type 1 group M subtype A (isolate MAL) (HIV-1)
O89942	VPR_HV1SE	96	Human immunodeficiency virus type 1 group M subtype G (isolate SE6165) (HIV-1)
P0C1P5	VPR_HV1M2	96	Human immunodeficiency virus type 1 group M subtype F2 (isolate MP257) (HIV-1)
P35967	VPR_HV1Y2	97	Human immunodeficiency virus type 1 group M subtype B (isolate YU-2) (HIV-1)
Q1A247	VPR_SIVEK	95	Simian immunodeficiency virus (isolate EK505) (SIV-cpz) (Chimpanzee immunodeficiency virus)
O70888	VPR_HV193	96	Human immunodeficiency virus type 1 group M subtype F1 (isolate 93BR020) (HIV-1)
O41800	VPR_HV19N	96	Human immunodeficiency virus type 1 group M subtype G (isolate 92NG083) (HIV-1)
P05927	VPR_HV1B5	78	Human immunodeficiency virus type 1 group M subtype B (isolate BH5) (HIV-1)
P05953	VPR_HV1C4	16	Human immunodeficiency virus type 1 group M subtype B (isolate CDC-451) (HIV-1)
P05954	VPR_HV1RH	96	Human immunodeficiency virus type 1 group M subtype B (isolate RF/HAT3) (HIV-1)
P69728	VPR_HV112	78	Human immunodeficiency virus type 1 group M subtype B (isolate PCV12) (HIV-1)
P69725	VPR_HV1B1	78	Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)
P05928	VPR_HV1BR	96	Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1)
Q9WC65	VPR_HV1S9	96	Human immunodeficiency virus type 1 group M subtype J (isolate SE9173) (HIV-1)
Q79668	VPR_HV1MV	100	Human immunodeficiency virus type 1 group O (isolate MVP5180) (HIV-1)
Q9WC56	VPR_HV1S2	96	Human immunodeficiency virus type 1 group M subtype J (isolate SE9280) (HIV-1)
Q9IDV6	VPR_HV1YB	95	Human immunodeficiency virus type 1 group N (isolate YBF106) (HIV-1)
P05951	VPR_HV1SC	96	Human immunodeficiency virus type 1 group M subtype B (isolate SC) (HIV-1)
Q1A265	VPR_SIVMB	98	Simian immunodeficiency virus (isolate MB66) (SIV-cpz) (Chimpanzee immunodeficiency virus)
P05952	VPR_HV1A2	97	Human immunodeficiency virus type 1 group M subtype B (isolate ARV2/SF2) (HIV-1)
P05956	VPR_HV1EL	96	Human immunodeficiency virus type 1 group M subtype D (isolate ELI) (HIV-1)
P69726	VPR_HV1H2	96	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1)
Q9Q718	VPR_HV1V9	96	Human immunodeficiency virus type 1 group M subtype H (isolate VI991) (HIV-1)
O91082	VPR_HV1YF	95	Human immunodeficiency virus type 1 group N (isolate YBF30) (HIV-1)
Q80TR8	VPRBP_MOUSE	1506	Mus musculus (Mouse)
Q9Y4B6	VPRBP_HUMAN	1507	Homo sapiens (Human)
O91085	VPU_HV1YF	83	Human immunodeficiency virus type 1 group N (isolate YBF30) (HIV-1)
P08806	VPU_HV1ZH	58	Human immunodeficiency virus type 1 group M subtype A (isolate Z321) (HIV-1)
Q1A244	VPU_SIVEK	79	Simian immunodeficiency virus (isolate EK505) (SIV-cpz) (Chimpanzee immunodeficiency virus)
Q89843	VPU_HV1B9	80	Human immunodeficiency virus type 1 group M subtype B (strain 89.6) (HIV-1)
Q70625	VPU_HV1LW	81	Human immunodeficiency virus type 1 group M subtype B (isolate LW123) (HIV-1)
P19554	VPU_HV1S1	81	Human immunodeficiency virus type 1 group M subtype B (isolate SF162) (HIV-1)
P08808	VPU_HV1W2	34	Human immunodeficiency virus type 1 group M subtype B (isolate WMJ22) (HIV-1)
Q9IDV3	VPU_HV1YB	74	Human immunodeficiency virus type 1 group N (isolate YBF106) (HIV-1)
Q9QSQ8	VPU_HV1VI	81	Human immunodeficiency virus type 1 group M subtype F1 (isolate VI850) (HIV-1)
P17286	VPU_SIVCZ	88	Simian immunodeficiency virus (isolate CPZ GAB1) (SIV-cpz) (Chimpanzee immunodeficiency virus)
Q8AIH6	VPU_SIVTN	83	Simian immunodeficiency virus (isolate TAN1) (SIV-cpz) (Chimpanzee immunodeficiency virus)
Q77376	VPU_HV1AN	85	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)
P12516	VPU_HV1BN	82	Human immunodeficiency virus type 1 group M subtype B (isolate BRVA) (HIV-1)
P08803	VPU_HV1C4	81	Human immunodeficiency virus type 1 group M subtype B (isolate CDC-451) (HIV-1)
P05925	VPU_HV1EL	81	Human immunodeficiency virus type 1 group M subtype D (isolate ELI) (HIV-1)
P69700	VPU_HV1H3	81	Human immunodeficiency virus type 1 group M subtype B (isolate HXB3) (HIV-1)
P05924	VPU_HV1MA	80	Human immunodeficiency virus type 1 group M subtype A (isolate MAL) (HIV-1)
P08804	VPU_HV1N5	45	Human immunodeficiency virus type 1 group M subtype B (isolate NY5) (HIV-1)
P12518	VPU_HV1RH	81	Human immunodeficiency virus type 1 group M subtype B (isolate RF/HAT3) (HIV-1)
P18806	VPU_HV1ND	81	Human immunodeficiency virus type 1 group M subtype D (isolate NDK) (HIV-1)
P35966	VPU_HV1Y2	81	Human immunodeficiency virus type 1 group M subtype B (isolate YU-2) (HIV-1)
P05948	VPU_HV1SC	81	Human immunodeficiency virus type 1 group M subtype B (isolate SC) (HIV-1)
Q1A262	VPU_SIVMB	86	Simian immunodeficiency virus (isolate MB66) (SIV-cpz) (Chimpanzee immunodeficiency virus)
O12163	VPU_HV192	86	Human immunodeficiency virus type 1 group M subtype C (isolate 92BR025) (HIV-1)
P05923	VPU_HV1BR	81	Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1)
P05921	VPU_HV1B8	81	Human immunodeficiency virus type 1 group M subtype B (isolate BH8) (HIV-1)
P20882	VPU_HV1JR	81	Human immunodeficiency virus type 1 group M subtype B (isolate JRCSF) (HIV-1)
P12517	VPU_HV1J3	80	Human immunodeficiency virus type 1 group M subtype B (isolate JH32) (HIV-1)
Q79669	VPU_HV1MV	85	Human immunodeficiency virus type 1 group O (isolate MVP5180) (HIV-1)
P08805	VPU_HV1Z3	81	Human immunodeficiency virus type 1 group M subtype U (isolate Z3) (HIV-1)
O70901	VPU_HV190	80	Human immunodeficiency virus type 1 group M subtype H (isolate 90CF056) (HIV-1)
O70891	VPU_HV193	81	Human immunodeficiency virus type 1 group M subtype F1 (isolate 93BR020) (HIV-1)
P69699	VPU_HV1B1	81	Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)
P05949	VPU_HV1A2	81	Human immunodeficiency virus type 1 group M subtype B (isolate ARV2/SF2) (HIV-1)
Q75007	VPU_HV1ET	86	Human immunodeficiency virus type 1 group M subtype C (isolate ETH2220) (HIV-1)
P05919	VPU_HV1H2	81	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1)
P05947	VPU_HV1MN	81	Human immunodeficiency virus type 1 group M subtype B (isolate MN) (HIV-1)
P08807	VPU_HV1Z8	37	Human immunodeficiency virus type 1 group M subtype D (isolate Z84) (HIV-1)
P12515	VPU_HV1Z2	81	Human immunodeficiency virus type 1 group M subtype D (isolate Z2/CDC-Z34) (HIV-1)
Q89721	VPX_HV2EH	111	Human immunodeficiency virus type 2 subtype B (isolate EHO) (HIV-2)
Q81163	X_HBVC8	134	Hepatitis B virus genotype C subtype adr (isolate Japan/A4/1994) (HBV-C)
